"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name"
1,0.937218824271076,2.63348114318507,2.96837740535687,3.30638343733135,0.0482098984163581,0.293684227342458,0.203470424719174,0.504765913367418,47.464,49.81864,0.680708406343953,45.8538666632573,93.9725909284628,0.213783025473635,"preferential.attachment"
1.02020202020202,0.936241172310255,2.58519919503666,2.93868593112139,3.30771319260143,0.0499461548785031,0.305049858228871,0.203191159505425,0.504431656487766,47.464,47.04,0.698141657169977,46.7506470581766,89.7461572553353,0.219117023113552,"preferential.attachment"
1.04040404040404,0.936459653644791,2.57860876941547,2.91166814673608,3.30224087002884,0.0489170000503577,0.313297777948165,0.208790237112247,0.505246410667377,47.464,45.25568,0.708113928278566,47.3844497522984,89.4679008862714,0.221231137560812,"preferential.attachment"
1.06060606060606,0.936312084359633,2.53318732209879,2.87751923946202,3.29825467928278,0.0510438696858385,0.323101953086,0.232984880922067,0.508124912338903,47.464,43.12136,0.721702793501994,48.1508009494516,88.0372113702027,0.223159902361758,"preferential.attachment"
1.08080808080808,0.936600854439834,2.50658580792341,2.8699665542582,3.29053231759808,0.0491714173824826,0.321466190679437,0.216572060228326,0.516606167000747,47.464,41.04184,0.737440512336947,48.9778689201119,85.7118939707389,0.227753397157001,"preferential.attachment"
1.1010101010101,0.935961179846194,2.47489732705255,2.81654816837624,3.29158565748932,0.052009610097023,0.321207575353676,0.236865441808759,0.510534097058321,47.464,39.42552,0.752180743048507,49.7864503384013,85.4049095865262,0.229901965873005,"preferential.attachment"
1.12121212121212,0.936133714353138,2.43110996315717,2.78310364160716,3.29169375056426,0.0517865854645989,0.316558443556469,0.246158360154979,0.51583299670171,47.464,37.47144,0.76094598224253,50.4885589490597,84.4795955584871,0.231243995203215,"preferential.attachment"
1.14141414141414,0.936622829965183,2.38520913732691,2.74956152257907,3.27948819838443,0.0499796437145595,0.333723265972489,0.254666878325151,0.518036262032558,47.464,36.47144,0.779565322134969,51.3749033058231,86.6638759328613,0.233306670061102,"preferential.attachment"
1.16161616161616,0.936131574911288,2.35769912543984,2.73313298645699,3.28516086549076,0.0518157499518714,0.327575174049218,0.230614526561181,0.508038207500023,47.464,34.76616,0.785402023249486,51.8882004260402,83.1126583612707,0.234960726770886,"preferential.attachment"
1.18181818181818,0.936235909778748,2.30949534628402,2.67478237185144,3.27801928198751,0.0490407666818359,0.346712217048885,0.295929170810077,0.513622061119759,47.464,33.79936,0.801689129614727,52.7422022984589,83.4827467468424,0.236400789850184,"preferential.attachment"
1.2020202020202,0.935170682337903,2.26959404429868,2.63128775231927,3.2721822859377,0.0544282107442538,0.348247218386479,0.276004044651762,0.516219078785211,47.464,32.2388,0.802611045135319,53.0497715739709,81.656131863845,0.236935494896777,"preferential.attachment"
1.22222222222222,0.93589106893728,2.24471008480431,2.60622914790023,3.26387865806062,0.0525860208730508,0.329717998950746,0.264660523874967,0.518035616320399,47.464,32.2872,0.813944262799275,53.6762575656377,85.8050319092221,0.237749413496301,"preferential.attachment"
1.24242424242424,0.935453910698135,2.18820149896006,2.53029430710905,3.26204977293688,0.0503618049943795,0.337164435862153,0.298209743147429,0.513668015611662,47.464,30.09296,0.827378336713265,54.5232261462097,82.1098004368817,0.237170667551276,"preferential.attachment"
1.26262626262626,0.936434363922607,2.15240989769364,2.47351827602561,3.25540988180661,0.0480038668690508,0.369520200070276,0.34399314289387,0.518620377204851,47.464,29.88048,0.837564372714242,55.1004375193066,83.4949276757715,0.236518634314787,"preferential.attachment"
1.28282828282828,0.93462709381475,2.11675158048569,2.4309296074623,3.24088680708028,0.053258130937391,0.351154204509616,0.32108310942984,0.52235637501439,47.464,28.33624,0.838012201500254,55.2982365680862,81.4818229133446,0.237669446138994,"preferential.attachment"
1.3030303030303,0.935336574108152,2.09681937673543,2.38466665535612,3.24060356609082,0.0535963832963774,0.369757627561934,0.332493445209116,0.520665096705011,47.464,29.00856,0.8442944284515,55.746732237605,86.3558119470851,0.237267679783686,"preferential.attachment"
1.32323232323232,0.935368564345185,2.06115345740844,2.34754762979731,3.23508801386429,0.0522234695306328,0.387878369898945,0.382942602210863,0.519153005919794,47.464,28.14768,0.849376486360446,56.1964289324107,82.8649191824878,0.237242633894089,"preferential.attachment"
1.34343434343434,0.934906611921384,2.04051439975908,2.2882501429007,3.23195104231231,0.053806128811205,0.373208962049416,0.345178758420166,0.514763378219069,47.464,27.02944,0.854716109698132,56.7392535483916,81.9838307810784,0.237397238497382,"preferential.attachment"
