"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name", "num.nodes"
0.01,0.935595947569089,2.79850372477306,3.28866732930752,3.37553177958956,0.0221904345935952,0.0164756147516938,0.00553690284569822,0.00344383125836938,19.95264,5456.82654,0.0196747409555604,4.42841576440152,6588.73721309826,0.0110414328031373,"random.network", 1000
0.0109090909090909,0.937634827154922,2.79890674936131,3.28803870697165,3.37654070843893,0.0206120819784461,0.0169833433003525,0.00432858795797439,0.00346609817106745,21.79364,5471.02152,0.021536071632985,4.6411600807668,6556.96880028093,0.0104813024740576,"random.network", 1000
0.0118181818181818,0.93909475414975,2.78551971028358,3.28884189904789,3.37168927064108,0.0190870068821858,0.022863579517406,0.00448876408094837,0.00454330294572208,23.62904,5488.96542,0.0232310193229904,4.83148222891079,6688.04493612477,0.00993212578172242,"random.network", 1000
0.0127272727272727,0.94061534945785,2.80065385713833,3.28820560188327,3.36850193020388,0.0178753290705852,0.0150102174058927,0.00569541441509967,0.00425016468500056,25.43328,5495.80878,0.0249200770356515,5.00746411594832,6702.62935937105,0.00949820409884583,"random.network", 1000
0.0136363636363636,0.941529323967859,2.82408551653969,3.28867695021954,3.36535815256222,0.016924245037814,0.0208868082886863,0.00551232068045249,0.00474645523451815,27.21776,5503.40386,0.0267901920479798,5.19712976058185,6684.8164639618,0.00905099106398564,"random.network", 1000
0.0145454545454545,0.942787040416794,2.83922657370871,3.28915281171086,3.36286053696022,0.0158801564803034,0.0182882305252211,0.004591265318127,0.00380470052427437,29.04292,5492.9256,0.0284259557988956,5.34710969658131,6688.09458328672,0.00873464092831997,"random.network", 1000
0.0154545454545455,0.943822892145893,2.85056540932127,3.28847160647446,3.36036669632044,0.0152229571219022,0.0171224706269622,0.00408551513781759,0.00441960274619508,30.84556,5507.0014,0.0303098297255379,5.52562788860521,6746.31134850519,0.0084621148812809,"random.network", 1000
0.0163636363636364,0.944774097404888,2.8582389189677,3.28859400308185,3.36044153191847,0.0143998374191771,0.0189243697856379,0.00539512034852486,0.00519693701845491,32.64748,5477.40698,0.031916306268118,5.66619005591777,6603.60989720918,0.00816182752127609,"random.network", 1000
0.0172727272727273,0.945578105362831,2.86260417186501,3.28851857594498,3.36155013448393,0.0138403770746892,0.0182716876684999,0.00392937154682213,0.00487596752085475,34.44828,5490.79638,0.0336886016100342,5.79417785699868,6634.54951621425,0.00788528705730828,"random.network", 1000
0.0181818181818182,0.946507638267817,2.86733506189103,3.2885372608753,3.36473535820615,0.0132237698438982,0.023449520211456,0.00456476247539601,0.00469765652626234,36.29852,5496.79214,0.0354213042402644,5.95840272177679,6647.65482750482,0.0077501706802143,"random.network", 1000
