"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name"
0.001,0.911160683715833,0.0997821997040541,3.28250313780919,3.22473605055255,0.0464530290052698,0.0652373737364931,0.0153619799444669,0.00473749294213896,8,2281.02072,0.640218349206349,0.0965079489245593,2999.60007385992,0.015667202816776,"small.world"
0.00149494949494949,0.911428661451827,0.174540324183907,3.27406805176218,3.22951004101781,0.0459341513317449,0.0885900945401795,0.0169603719114201,0.0071168405680296,8,1965.79656,0.637452698412698,0.14149976165474,2622.16864024168,0.0234083667869909,"small.world"
0.00198989898989899,0.912071546727231,0.223137555270237,3.27559162571355,3.23193918593421,0.0461125671060422,0.0788560017760245,0.0164287539733042,0.00583213737671813,8,1806.93688,0.635959301587302,0.170868306620108,2438.05990866423,0.0276716483412344,"small.world"
0.00248484848484848,0.911217819511971,0.263048977392287,3.2713229364658,3.23426329318609,0.0470665374839059,0.0977895195511779,0.0180450568160916,0.00731472523569466,8,1708.008,0.634153079365079,0.190771876795748,2360.7862450017,0.0313926905241362,"small.world"
0.00297979797979798,0.911399590671814,0.310945248524297,3.26576606559412,3.23684097761106,0.0465401216115996,0.112253228659528,0.0199945253005806,0.0088087048867361,8,1615.7172,0.631990222222222,0.211257075723705,2167.56737141623,0.0343933725891306,"small.world"
0.00347474747474748,0.911327537288262,0.357719388078257,3.26430405019471,3.24068034584237,0.0460992131443753,0.105994948764282,0.0171174101981437,0.00765174008677275,8,1502.38584,0.62998546031746,0.232705421580519,2019.21207286134,0.0377056571693564,"small.world"
0.00396969696969697,0.911576911542132,0.382806251630476,3.26179618358743,3.2399134374017,0.046127339545552,0.113428574438829,0.017472152467221,0.00905771696348099,8,1463.22704,0.629135746031746,0.243377999014015,1969.47899945757,0.0395988170470576,"small.world"
0.00446464646464646,0.911632327255521,0.422011611027195,3.25878900072742,3.24237505212878,0.0466955734130823,0.101866239861298,0.0169346537788319,0.0088014780981987,8,1399.49016,0.627010291486292,0.262112404769772,1858.62601306188,0.0426225415030184,"small.world"
0.00495959595959596,0.911064413143533,0.463041059994798,3.25658712370817,3.2445400448105,0.0463760486605564,0.107226648681527,0.0170181416034292,0.00784186571014159,8,1326.22696,0.62537873015873,0.275508851085156,1740.75669708996,0.0444196585717197,"small.world"
0.00545454545454545,0.911544974615298,0.492412358771153,3.25640206728186,3.24696429021179,0.0461432817670873,0.121518880206497,0.0199030576696477,0.00927998172073199,8,1290.62456,0.623731619047619,0.289983117566635,1691.99990059709,0.0467976719665397,"small.world"
