"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name"
1,0.935883438471506,2.4825717618372,2.9892742333475,3.3032796918225,0.0508129990994042,0.279827928840036,0.179603063882553,0.504335267942226,50.116,108.2404,0.610010125555499,93.6210788752761,253.631904307558,0.181773973808323,"preferential.attachment"
1.02020202020202,0.935520223802768,2.4393705805683,2.96030457372533,3.30069493027348,0.0514087842980919,0.275415994582718,0.173062035248539,0.506756870216411,50.116,97.87386,0.640345431757775,96.8645287061832,247.016015146474,0.185704289012196,"preferential.attachment"
1.04040404040404,0.935835878941919,2.39590704317752,2.9166129790087,3.29385018188246,0.0503700562727361,0.277408253306345,0.184562695195636,0.512367782757293,50.116,86.93842,0.667808935990399,99.6708941137128,233.05757443211,0.187056556900424,"preferential.attachment"
1.06060606060606,0.935250663451916,2.35197385297554,2.87400933241243,3.28873724530435,0.0504506831359482,0.285624457164592,0.173877088543303,0.517965945046984,50.116,79.367,0.69400161060834,102.602721944635,228.024587498535,0.187692273836916,"preferential.attachment"
1.08080808080808,0.935214790235674,2.30918141711386,2.82645114516799,3.28908394298366,0.0494315384731036,0.289488569202424,0.186586778997163,0.514980913155018,50.116,70.80226,0.721931645665063,105.839529248458,217.217029689207,0.189456054254318,"preferential.attachment"
1.1010101010101,0.934817457099269,2.26145204019793,2.77229422111732,3.28417739300118,0.050728315341025,0.291606608347123,0.183086297396635,0.517555920823766,50.116,63.59138,0.748178745664907,108.800280528586,212.532326118215,0.190872196666381,"preferential.attachment"
1.12121212121212,0.934820177766992,2.20141148834632,2.71231788844886,3.28374298961044,0.050509205949137,0.293413555942498,0.191925871935561,0.517813265573713,50.116,58.13814,0.769888647144162,111.291332292028,204.733464724473,0.190765930707874,"preferential.attachment"
1.14141414141414,0.934393047585228,2.15500127252465,2.6413448285293,3.2757426186801,0.0519102392047269,0.297445205083472,0.200291867909685,0.524431388630901,50.116,53.29408,0.79068014387618,113.675875538203,204.983636326133,0.190171859506524,"preferential.attachment"
1.16161616161616,0.933961756533205,2.10616368729957,2.57531061268124,3.27209126055733,0.0533412576334751,0.301315819043452,0.199585886197907,0.524559391010477,50.116,48.00146,0.808362329877296,116.418960820145,195.924368133895,0.187215265619218,"preferential.attachment"
1.18181818181818,0.934117704131176,2.06118367471046,2.50261476157455,3.26509385892166,0.0517315356944511,0.292829495158447,0.191479837555961,0.523230027374762,50.116,44.86726,0.827106764352949,118.713824988431,197.694843938026,0.186816479569502,"preferential.attachment"
1.2020202020202,0.933712808304485,2.00124165493492,2.40736008459262,3.26131978321971,0.0527296859275718,0.307306172735231,0.228386033434836,0.526830710342466,50.116,41.52664,0.845145865848434,120.782409518853,189.867936020224,0.184901942110656,"preferential.attachment"
1.22222222222222,0.933745628675914,1.95543148003237,2.31860465537058,3.25072443613777,0.0522637259755031,0.317811434424421,0.241620136098277,0.530773326684589,50.116,39.078,0.861400004858806,122.940208683622,192.361930259863,0.182845064862496,"preferential.attachment"
1.24242424242424,0.933756474907005,1.89490617512172,2.21564526281082,3.24395694612333,0.053161073783041,0.323473606462811,0.253464716992272,0.530146935574567,50.116,36.65068,0.869693846485849,124.582377293204,190.089817847663,0.180805224403617,"preferential.attachment"
1.26262626262626,0.934044969057275,1.85535110773771,2.13056115258273,3.23345749534312,0.0509040529687975,0.325273784872013,0.242378958481302,0.529655464883072,50.116,34.34722,0.879389966167944,126.370878667189,189.24195116363,0.17759885128815,"preferential.attachment"
1.28282828282828,0.933686617318115,1.80834997016868,2.04174924680409,3.22113159609837,0.052107657448815,0.332969303311483,0.257604276636556,0.532331659798062,50.116,32.45434,0.893431121393675,128.189123263872,185.768871455547,0.175905993696369,"preferential.attachment"
1.3030303030303,0.933223754362824,1.75203374909648,1.9487089197711,3.20989758077665,0.0536119868988553,0.342542620508679,0.245725572821118,0.533921232887163,50.116,31.97754,0.896513564950352,129.406643790107,190.860510658019,0.173653029157367,"preferential.attachment"
1.32323232323232,0.933142739217303,1.69865841251518,1.83504431322013,3.19877366805265,0.0542010043526317,0.350316875679411,0.274277172311811,0.528818690903916,50.116,30.6168,0.911589470681718,131.3109214339,189.381726248803,0.169142079111404,"preferential.attachment"
