"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name"
0.001,0.911944152069889,0.11197030437761,3.1244724682479,3.22535307732899,0.0462034049287584,0.165312016240162,0.067163565104414,0.0114876173219457,8,108.8948,0.63938253968254,0.0753850751738578,120.184380621346,0.0112341866209073,"small.world"
0.00149494949494949,0.909719430298964,0.158685511166798,3.11293800920299,3.22569985212925,0.0475377772386481,0.21621486622008,0.0772791483260361,0.0157848232341098,8,106.6044,0.637079365079365,0.101173592217643,114.671824915099,0.015865355226524,"small.world"
0.00198989898989899,0.912237747448782,0.175163435180696,3.14394620697232,3.2289406011503,0.0450113173552525,0.199103920337762,0.0573495923048065,0.0139693294015243,8,103.8788,0.636865079365079,0.114910076895538,112.55652998527,0.0176574250273816,"small.world"
0.00248484848484848,0.910215904944452,0.227284242256921,3.13104788570805,3.23130948866428,0.0471317732671017,0.177174621296188,0.0628481196122319,0.0125210602595036,8,105.9252,0.636142857142857,0.152054406755668,114.558215600417,0.021831178926216,"small.world"
0.00297979797979798,0.911641184179234,0.282236854263752,3.13971377232982,3.23336694760151,0.0461244685550672,0.202757313701357,0.0586963168652717,0.0133113311231665,8,105.4196,0.633606349206349,0.179744735266688,116.067565291365,0.0263445786787707,"small.world"
0.00347474747474748,0.912360787644421,0.346183974139963,3.1431648221075,3.24009684442491,0.0464731820214159,0.254472794911156,0.0675005343100463,0.0162199056007902,8,103.706,0.62978253968254,0.205430990506314,110.260344477789,0.0312987275877857,"small.world"
0.00396969696969697,0.912215008650396,0.356705498270934,3.14188975241903,3.23812215167949,0.0451144982451278,0.240495143178042,0.0665629228388043,0.0192134558903704,8,100.7524,0.630289206349206,0.218058239192643,111.891237730502,0.0324454725302963,"small.world"
0.00446464646464646,0.909592447688857,0.360027901978533,3.13202385322374,3.23844300382656,0.047693717442827,0.268034772062128,0.0691939954196907,0.0200793381135552,8,103.5952,0.628931746031746,0.215132770884035,114.847124143658,0.0325967987586585,"small.world"
0.00495959595959596,0.911596026511538,0.363212241219408,3.14492540789639,3.23816788736492,0.0468569358847066,0.265456831402024,0.067155652456154,0.0158980399534873,8,101.2956,0.630224761904762,0.215430685496581,113.870457240425,0.031645252231456,"small.world"
0.00545454545454545,0.912237294171628,0.466955630410296,3.14002609981488,3.24618244488616,0.046604831133486,0.242911688864241,0.0663884141119454,0.0220154852280529,8,101.2828,0.62454126984127,0.272689541663015,110.902724916658,0.0414830922735651,"small.world"
