"graph.class.parameter","vertex.entropy","degree.entropy","betweenness.entropy","clustering.coefficient.entropy","sd.vertex.entropy","sd.degree.entropy","sd.betweenness.entropy","sd.clustering.coefficient.entropy","d.degree","d.betweenness","d.clustering.coefficient","sd.degree","sd.betweenness","sd.clustering.coefficient","graph.class.name", "num.nodes"
0.01,0.881688803383371,3.08930347613937,3.2660927088747,2.92122408042719,0.109691053291584,0.0430226761899295,0.0165870204427266,0.125753845784433,4.9672,1126.71432,0.0195844226884227,2.19917361851429,1336.57848017913,0.0602830461424038,"random.network", 250
0.0109090909090909,0.887333914571603,3.14991809750193,3.26640946566803,3.04269403866385,0.103268044267672,0.0440720449004496,0.014772084066884,0.112368688924888,5.45168,1100.09416,0.0224646199881989,2.33114953162487,1256.27450663495,0.0585762917541561,"random.network", 250
0.0118181818181818,0.890672901624768,3.19371771554514,3.26785572911703,3.13070901967957,0.093961068602033,0.0309285718368354,0.0145311313481244,0.0657521816778561,5.93408,1107.63784,0.0226727458554517,2.42586410930679,1280.37830615436,0.0531129478487855,"random.network", 250
0.0127272727272727,0.895977612596175,3.19315543536899,3.27348762782424,3.17268161400774,0.0838143935440183,0.0322748863768745,0.0131681397934822,0.0576168385762735,6.30256,1104.88496,0.0238485806219924,2.48120158227155,1254.58637047044,0.0529493766746694,"random.network", 250
0.0136363636363636,0.898514172710752,3.18660903306497,3.27161673375145,3.23302054561307,0.0793909954596925,0.0273557240024395,0.0132248540426685,0.0417383299548025,6.86288,1093.88528,0.0267884975155563,2.59938264981316,1220.10537968433,0.0511386069459728,"random.network", 250
0.0145454545454545,0.901630947632923,3.15081279695151,3.26973983548003,3.26059288606622,0.0716531691602574,0.0366075746109341,0.0138842901984948,0.0351153908722701,7.25152,1085.25312,0.0285234750526391,2.67366235886502,1214.38011922242,0.0484513244609357,"random.network", 250
0.0154545454545455,0.905460949227461,3.10966701539561,3.26841162285286,3.28213521291809,0.0664174513596832,0.0371467019967652,0.0146444485796168,0.0281470270033994,7.70624,1079.0892,0.0300956735923176,2.72623216647765,1202.24663339896,0.0458289066230334,"random.network", 250
0.0163636363636364,0.905328469140355,3.0591617351564,3.26495039542196,3.29768997314238,0.0646092065731564,0.049675593005308,0.0128083621320432,0.0269657682904458,8.07904,1089.66744,0.0320047307126997,2.82615973922151,1219.95080025099,0.0436992673892569,"random.network", 250
0.0172727272727273,0.910041643100251,2.96941191650778,3.26886389948006,3.31188136984449,0.0584089804589204,0.0541623750883645,0.013993047906985,0.0192811826907557,8.68928,1067.45544,0.0338512391445769,2.93038329491921,1193.82274308201,0.041852500595496,"random.network", 250
0.0181818181818182,0.911702815425327,2.91319770093351,3.26782438452514,3.3214539367429,0.0572501158548705,0.0608357356842123,0.013418192666392,0.0165306173130091,9.04176,1057.9792,0.0350856322059658,2.98628216491251,1181.31075577444,0.0377834246047235,"random.network", 250
0.0190909090909091,0.911988247466837,2.83546430470225,3.26862555879924,3.32620593283404,0.053025051082422,0.0631491295608263,0.0108964910305805,0.015916207623105,9.52176,1050.85152,0.0367352632419255,3.04518538050739,1174.32102534119,0.0363244638535987,"random.network", 250
0.02,0.914577837234719,2.78276143355613,3.26516884218093,3.3342998092448,0.0483477089666071,0.0642364527903944,0.0159934050745985,0.0141019609652312,9.91776,1047.23232,0.0387279662360045,3.11939955594669,1143.93226638723,0.0375923115169546,"random.network", 250
0.0209090909090909,0.916963622224189,2.72441471727498,3.26781716452297,3.34100750462311,0.0460712518344754,0.067872753799839,0.0125551972408336,0.01254230885995,10.3928,1052.79608,0.0402139753060807,3.18393756037969,1185.11956658849,0.0344825154484265,"random.network", 250
0.0218181818181818,0.918195671082049,2.66063841144138,3.26718496689146,3.34017732081721,0.0428662886903812,0.0567550788817297,0.0135367672937487,0.013668349068487,10.9096,1051.53512,0.0422718048106692,3.23161495816707,1177.00869483871,0.0324296780200192,"random.network", 250
0.0227272727272727,0.920828714348006,2.62318288366493,3.26353200146041,3.34656735087758,0.0404136285054446,0.0507273936167545,0.0138607525616497,0.0142784872725254,11.336,1036.32568,0.0430692393924079,3.29994549983637,1141.1601291322,0.032426567886617,"random.network", 250
0.0236363636363636,0.921651438712286,2.59131822538572,3.26405156026565,3.35006229013459,0.0385878054814971,0.0523063097879294,0.015571392256461,0.0131016337689897,11.79664,1042.7516,0.0459127128718963,3.35465157644585,1162.91591990246,0.0314351332520935,"random.network", 250
0.0245454545454545,0.923077209001245,2.58181834171479,3.26091788951307,3.35285148874626,0.0371747100247656,0.047710445919605,0.0159459420779198,0.0135412794438428,12.15856,1035.19832,0.0467988779729008,3.42424935671837,1144.18009670964,0.0305012408463576,"random.network", 250
0.0254545454545455,0.924584583419003,2.5710513491251,3.25943022359553,3.35501942930822,0.0361326696206343,0.0590821512539832,0.0146649048674869,0.0115643455837123,12.71088,1027.01984,0.0497959514427922,3.53029828366116,1134.54701155175,0.0295458669949191,"random.network", 250
0.0263636363636364,0.924471122320687,2.58568789528135,3.26302100781423,3.35480402326811,0.0348020458717271,0.0485206967726104,0.0137225892554817,0.0120541038326746,13.0664,1022.70736,0.051303519692241,3.60987521104189,1121.63530803695,0.0294584178179981,"random.network", 250
0.0272727272727273,0.926369961062417,2.58978364968484,3.26160274783758,3.36207496091982,0.0326372623648223,0.038840834907798,0.016287287365168,0.0109138917680435,13.53488,1012.16888,0.052177313767871,3.65994322934246,1110.52240758982,0.0281520623019153,"random.network", 250
0.0281818181818182,0.92638266559308,2.58189224174776,3.26547215668037,3.36186939433484,0.0326313697079435,0.0409937475863469,0.0122952235619245,0.0140279538309116,13.99296,1032.9544,0.0542064750912303,3.68545364757791,1157.88781250225,0.0274197650504192,"random.network", 250
